source	target	source_gene	target_gene
A0A7M7R9D6	O43583	552539	DENR
A0A7M7RA29	Q6P4F2	552105	FDX2
A0A7M7R9T2	Q8IVD9	412375	NUDCD3
A0A7M7MQC3	P54277	LOC100577449	PMS1
A0A7M7M4E7	Q9UHR5	726957	SAP30BP
A0A7M7R5W9	P48047	409236	ATP5PO
A0A7M6UGJ4	Q9BZE9	LOC727144	ASPSCR1
A0A7M7GAD5	P61353	412266	RPL27
A0A7M7GMU6	P46736	LOC552601	BRCC3
A0A7M7GYT5	Q15070	408349	OXA1L
A0A7M7R6X9	P62888	411380	RPL30
A0A7M7GQN1	Q9P2S5	LOC102656841	WRAP73
A0A7M7R4R9	Q9Y5M8	410469	SRPRB
A0A7M7GVF9	Q7L266	LOC102655798	ASRGL1
A0A7M7GXT8	Q5T440	LOC724700	IBA57
A0A7M7R6U0	Q8WUU5	410102	GATAD1
A0A7M7GLE3	Q8TEA8	100579024	DTD1
A0A7M7MWN0	Q9NX62	LOC726824	IMPAD1
A0A7M7RBD8	P63272	552076	SUPT4H1
A0A7M7LKK4	Q86V81	LOC725396	ALYREF
A0A7M7M0S6	Q8TCX1	LOC726015	DYNC2LI1
A0A7M7IHL5	Q8N3J2	100577423	METTL4
A0A7M7R9Y8	P42126	LOC552000	ECI1
A0A7M7TEX1	Q96LB3	409358	IFT74
A0A7M7GJ51	Q96FJ2	725312	DYNLL2
A0A7M7RAE3	Q16864	552476	ATP6V1F
A0A7M7GYL9	O95568	551116	METTL18
A0A7M7GNL7	P82933	LOC724162	MRPS9
A0A7M7SQE6	Q5FWF5	LOC552245	ESCO1
A0A7M7L6J2	O43903	725218	GAS2
A0A7M7R497	Q96E29	LOC410339	MTERF3
A0A7M7R780	P05455	411833	SSB
A0A7M7H3G9	Q86V88	LOC102653960	MDP1
A0A7M7INH2	Q14849	551111	STARD3
A0A7M7GWT6	Q5SY16	LOC100577927	NOL9
A0A7M7R585	P62847	408799	RPS24
A0A7M7R715	Q9BVG4	550854	PBDC1
A0A7M7MLM6	Q9H3S4	LOC727520	TPK1
A0A7M7TFR5	P49354	551732	FNTA
A0A7M7IH93	Q70CQ3	409403	USP30
A0A7M7R5H9	Q9BT30	411448	ALKBH7
A0A7M7MRL8	Q96S19	726062	METTL26
A0A7M7H123	Q86XA0	552348	METTL23
A0A7M7G1E2	Q9Y6D9	724819	MAD1L1
A0A7M7MQY4	P12956	LOC552680	XRCC6
A0A7M7GJS6	Q96DB5	412443	RMDN1
A0A7M7GBF0	Q8WVE0	LOC552772	EEF1AKMT1
A0A7M7LQI1	Q16891	408548	IMMT
A0A7M7MKZ1	Q96EP5	LOC100578236	DAZAP1
A0A7M6W5Y2	A6NK58	726239	LIPT2
A0A7M7R7U9	Q9H3S3	411358	TMPRSS5
A0A7M7R3W4	Q9H446	409681	RWDD1
A0A7M7INZ2	Q86UD1	412523	OAF
A0A7M7MWM0	Q7Z5W3	LOC102653614	BCDIN3D
A0A7M7FYV1	Q6ZMI0	LOC724380	PPP1R21
A0A7M7FY84	P60866	726013	RPS20
A0A7M7RBF4	O75208	LOC552125	COQ9
A0A7M7H4G6	Q9BRU9	550996	UTP23
A0A7M7G707	P55789	724451	GFER
A0A7M7R528	Q8NA47	LOC410850	CCDC63
A0A7M7LMQ4	Q8IWT0	412769	ZBTB8OS
A0A7M7MPH4	Q92966	LOC726244	SNAPC3
A0A7M7G338	Q63HM1	726754	AFMID
A0A7M7R7H1	Q9Y2Z0	551201	SUGT1
A0A7M7GNY6	Q8WUX2	727004	CHAC2
A0A7M7RB63	Q9Y3B2	552072	EXOSC1
A0A7M7FXP9	Q4G0N4	724260	NADK2
A0A7M7L0J5	Q2TB18	LOC100577681	ASTE1
A0A7M7MRK4	Q8TBZ6	LOC552626	TRMT10A
A0A7M7GLS1	Q9Y2Y1	LOC102653930	POLR3K
A0A7M7RAC3	P30044	552429	PRDX5
A0A7M7IFT7	A0PJX2	LOC409882	TLDC2
A0A7M7IL58	Q7L8J4	LOC552162	SH3BP5L
A0A7M7FYU7	Q99848	726028	EBNA1BP2
A0A7M7GIZ7	Q969G6	552134	RFK
A0A7M7R6T4	Q6YI46	413916	TMEM64
A0A7M7R8X7	Q8N4P3	LOC552583	HDDC3
A0A7M7IN35	P08962	552721	CD63
A0A7M7R540	P25208	411193	NFYB
A0A7M7IF74	Q9UHJ9	408784	PGAP2
A0A7M7TF12	Q8N2M4	409538	TMEM86A
A0A7M7R398	Q969V5	409295	MUL1
A0A7M7GAN9	P49914	100577699	MTHFS
A0A7M7FXP8	Q9Y333	725142	LSM2
A0A7M7M488	Q9UQ13	LOC107964349	SHOC2
A0A7M7GX04	Q99442	410916	SEC62
A0A7M7GV72	Q9NQZ5	552633	STARD7
A0A7M7TER6	Q92575	408433	UBXN4
A0A7M7R693	Q9Y3E0	412806	GOLT1B
A0A7M7IJS3	Q9HCI7	726108	MSL2
A0A7M7R573	Q01658	LOC409197	DR1
A0A7M7GUV0	Q9P003	724346	CNIH4
A0A7M7L4M2	Q8NDZ4	LOC100576337	DIPK2A
A0A7M7IP28	Q9NZC3	LOC726389	GDE1
A0A7M7MP86	Q9NWT1	LOC411845	PAK1IP1
A0A7M7R2Y3	Q9NPA0	408621	EMC7
A0A7M7R8Y9	Q9Y4Z0	552529	LSM4
A0A7M7FYK9	P84090	724144	ERH
A0A7M7IH61	Q6ZNW5	LOC102655796	GDPGP1
A0A7M7MMN2	P53611	LOC726822	RABGGTB
A0A7M7R899	Q8N9N2	551376	ASCC1
A0A7M7R9C6	Q7Z4H3	552514	HDDC2
A0A7M7TEU5	O76039	408917	CDKL5
A0A7M7R507	Q15643	LOC411348	TRIP11
A0A7M7MU41	Q6ZRQ5	LOC100576374	MMS22L
A0A7M7MTA1	Q6P9G0	LOC726852	CYB5D1
A0A7M7R7Z3	Q8IYS2	412291	KIAA2013
A0A7M7FZ73	Q8NEZ2	726422	VPS37A
A0A7M7MQI7	Q9Y5K1	LOC726963	SPO11
A0A7M7LPW2	Q9H6V9	413311	LDAH
A0A7M7R7L7	Q96BN2	412199	TADA1
A0A7M7GE13	Q96RS6	100577288	NUDCD1
A0A7M7R722	Q9NPJ6	413520	MED4
A0A7M7R8H2	Q9BTT4	552403	MED10
A0A7M7GYY0	O75794	725473	CDC123
A0A7M7R770	O95900	551083	TRUB2
P00038	P99999	cytC	CYCS
A0A7M7MLQ3	Q96S44	409272	TP53RK
A0A7M7GLV9	Q9GZX9	409124	TWSG1
A0A7M7LID3	Q8N954	725173	GPATCH11
A0A7M7G1P6	Q9H1X1	725360	RSPH9
A0A7M7R621	P35658	412464	NUP214
A0A7M7RA22	Q9HB71	412708	CACYBP
A0A7M7G2N3	Q6NZY4	726870	ZCCHC8
A0A7M7FZI8	Q9Y5R8	LOC726962	TRAPPC1
A0A7M7LQD2	Q15906	724519	VPS72
A0A7M7RB42	A8MYZ0	LOC552561	MINDY4B
A0A7M7GQL3	Q8N4S7	LOC727130	PAQR4
A0A7M7L367	Q9NZ43	LOC727156	USE1
A0A7M7RB97	P23919	552148	DTYMK
A0A7M7G7T7	Q9BVC3	725013	DSCC1
A0A7M7GAJ0	Q9HDC9	LOC552536	APMAP
A0A7M7GZX7	Q96BZ9	100578721	TBC1D20
A0A7M7G893	Q86SZ2	725904	TRAPPC6B
A0A7M7R962	Q9GZN7	552331	ROGDI
A0A7M7G044	P57775	LOC726631	FBXW4
A0A7M7TEX2	Q9NS93	LOC408886	TM7SF3
A0A7M7GJX6	Q13309	412031	SKP2
A0A7M7MFZ5	Q9Y237	LOC724669	PIN4
A0A7M7MV72	A6NNL5	LOC100577912	C15orf61
A0A7M7MR97	Q9BUX1	LOC408369	CHAC1
A0A7M7GXD1	Q9BR09	408990	NEURL2
A0A7M7R4G6	Q9Y255	408511	PRELID1
A0A7M7GTJ4	Q6ZU64	727652	CFAP65
A0A7M7GZH0	Q9NQT4	552103	EXOSC5
A0A7M7LIC9	Q9BVM2	LOC725045	DPCD
A0A7M7GYM7	Q9NWV4	724996	CZIB
A0A7M7GLQ1	Q9UIY3	LOC727015	RWDD2A
A0A7M7L5W5	O75414	LOC724131	NME6
A0A7M7GBC2	A2RUB1	LOC100578146	MEIOC
A0A7M7R8K1	Q5JPI9	552181	EEF1AKMT2
A0A7M7RAW1	Q9NWZ3	LOC551608	IRAK4
A0A7M7G1X3	P23511	725757	NFYA
A0A7M7G1H2	Q8N8Q8	LOC725011	COX18
A0A7M7GS14	Q16514	410305	TAF12
A0A7M7R7D6	Q9BYD1	413928	MRPL13
A0A7M7RBG6	O95164	LOC550921	UBL3
A0A7M7LIA3	Q9BXD5	LOC725646	NPL
A0A7M7R5W6	Q9NZL4	409521	HSPBP1
A0A7M7LN92	Q9P287	LOC413674	BCCIP
A0A7M7IQI1	P49321	LOC408464	NASP
A0A7M7MN81	Q96HA7	LOC724663	TONSL
A0A7M7L8Q9	Q9NYG5	LOC726378	ANAPC11
A0A7M7MR85	Q92535	LOC102655948	PIGC
A0A7M7L623	Q92674	LOC725879	CENPI
A0A7M7MLE2	P56597	LOC102656548	NME5
A0A7M7TF69	Q8NBA8	LOC411215	DTWD2
A0A7M7GTR1	Q96A49	726924	SYAP1
A0A7M7H5F5	Q03393	412015	PTS
A0A7M7LR68	Q9Y679	409427	AUP1
A0A7M7GLD1	Q96HA8	725501	WDYHV1
A0A7M7FZ81	Q9BRQ4	LOC726515	CFAP300
A0A7M7R7J3	Q9H9A6	412084	LRRC40
A0A7M7FZG9	Q4LDG9	LOC725762	DNAL1
A0A7M7R7R9	P30043	412445	BLVRB
A0A7M7LK33	P36639	410765	NUDT1
A0A7M7R2M8	Q99627	408424	COPS8
A0A7M7MWQ6	Q96CN9	LOC725295	GCC1
A0A7M7H3T3	P34981	724495	TRHR
A0A7M7G9R0	Q9NPD8	LOC726740	UBE2T
A0A7M7L5B2	O75616	LOC726385	ERAL1
A0A7M7R8W5	Q86SX6	552835	GLRX5
A0A7M7R8D7	P07741	413601	APRT
A0A7M7LN89	Q9UK45	725352	LSM7
A0A7M7IFL8	Q9H4B6	552413	SAV1
A0A7M7H0F0	Q86UY6	725628	NAA40
A0A7M7RAA8	O95400	LOC551827	CD2BP2
A0A7M7GQ26	Q16629	727087	SRSF7
A0A7M7TFS1	Q9Y4K3	551819	TRAF6
A0A7M7R7J8	Q5J8M3	412349	EMC4
A0A7M7H5P2	O15116	552260	LSM1
A0A7M7MKE6	P23588	LOC409560	EIF4B
A0A7M7GV22	Q86U38	LOC410990	NOP9
A0A7M7GTR0	Q96AJ9	551363	VTI1A
A0A7M7GL07	A8MXV4	413491	NUDT19
A0A7M7G3F2	O43181	727599	NDUFS4
A0A7M7LKT7	P61803	727568	DAD1
A0A7M7GXZ7	Q7Z2E3	408601	APTX
A0A7M7R9Y9	Q6ZVK8	LOC413933	NUDT18
A0A7M7FY19	P50583	LOC724681	NUDT2
A0A7M7GUS6	Q15388	413845	TOMM20
A0A7M7R619	Q15056	409379	EIF4H
A0A7M7MV12	O75486	LOC102654708	SUPT3H
A0A7M7LI92	Q9Y2V3	724196	RAX
A0A7M7FYH3	Q15126	725018	PMVK
A0A7M7FZ61	Q9H7E2	LOC724775	TDRD3
A0A7M7FY77	Q9H173	LOC724587	SIL1
A0A7M7R364	Q9H5X1	409195	CIAO2A
A0A7M7GNK6	P18077	409599	RPL35A
A0A7M7R8I3	Q99828	551605	CIB1
A0A7M7MLZ0	Q8IXS2	LOC725334	CCDC65
A0A7M7M4K5	Q5T0N1	100578239	CFAP70
A0A7M7RA01	Q9H2W6	LOC413989	MRPL46
A0A7M7R549	Q96A35	408675	MRPL24
A0A7M7GUH5	Q9Y284	724802	WDR83OS
A0A7M7RAG3	Q8N5C7	551981	DTWD1
A0A7M7R680	Q3MHD2	LOC408457	LSM12
A0A7M7H2Q3	Q9P021	725850	CRIPT
A0A7M7M0J8	Q96F25	LOC107964350	ALG14
A0A7M7R6M0	Q6NW29	410964	RWDD4
A0A7M7R4X4	P78537	408415	BLOC1S1
A0A7M7L2Z0	Q8IV35	LOC413900	WDR49
A0A7M7GRK9	P17152	408748	TMEM11
A0A7M7RBX3	Q8WU76	LOC552681	SCFD2
A0A7M7GNJ0	Q9BQP7	LOC725107	MGME1
A0A7M7M4Y9	O43257	107963965	ZNHIT1
A0A7M7RC62	Q9UL33	LOC552743	TRAPPC2L
A0A7M7GJA5	Q5SW96	LOC552297	LDLRAP1
A0A7M7R6R8	Q96CT7	410897	CCDC124
A0A7M7R745	P52657	550665	GTF2A2
A0A7M7FZA6	Q8N9A8	725054	CNEP1R1
A0A7M7H493	Q96K80	552267	ZC3H10
A0A7M7MR14	P23434	LOC113219111	GCSH
A0A7M7G2B7	P62310	725401	LSM3
A0A7M7RA78	Q9BV87	551256	CNPPD1
A0A7M7GKS3	Q8TBA6	LOC413607	GOLGA5
A0A7M7LNH4	Q9Y375	726255	NDUFAF1
A0A7M7R853	Q9UNI6	412979	DUSP12
A0A7M7RAZ1	Q8N8R5	LOC551702	C2orf69
A0A7M7IJC6	Q9NWU5	LOC413121	MRPL22
A0A7M7GKH1	Q9Y3T6	551984	R3HCC1
A0A7M7IHH2	P56962	LOC410719	STX17
A0A7M7M1A3	Q6TDU7	LOC412436	CASC1
A0A7M7MU64	Q96EY7	LOC113218580	PTCD3
A0A7M7LI96	Q9Y3A4	LOC724267	RRP7A
A0A7M7FZ56	Q9NVQ4	726648	FAIM
A0A7M7TFM4	P61244	551131	MAX
A0A7M7TFQ5	P23610	551588	F8A1
A0A7M7KYB7	O75762	LOC413265	TRPA1
A0A7M7GTP4	P24539	102654955	ATP5PB
A0A7M7KZW2	Q9BWJ5	LOC102656442	SF3B5
A0A7M7R7X8	Q9Y3D6	551255	FIS1
A0A7M6UVQ5	P00568	412632	AK1
A0A7M7R6V6	Q9HD33	413774	MRPL47
A0A7M6UGM2	P42766	724191	RPL35
A0A7M7R5U4	Q6P2H8	409441	TMEM53
A0A7M7G076	Q9UEE9	726756	CFDP1
A0A7M7TFP0	Q8IWE5	LOC413802	PLEKHM2
A0A7M7RAB1	Q9H9J2	551321	MRPL44
A0A7M7GLL7	Q15404	LOC412148	RSU1
A0A7M7RAH7	P62314	552559	SNRPD1
A0A7M7GPV3	Q99497	LOC551882	PARK7
A0A7M7GTZ2	P62318	724533	SNRPD3
A0A7M7LN16	Q9H9C1	LOC725595	VIPAS39
A0A7M7LQJ3	P15428	409847	HPGD
A0A7M7RAT6	O43402	LOC552372	EMC8
A0A7M7ILH7	Q9UDY8	725958	MALT1
A0A7M7R8U9	Q9NX24	LOC552781	NHP2
A0A7M7GRF7	Q9NP64	102656657	ZCCHC17
A0A7M7MT09	Q9Y5Q5	LOC551502	CORIN
A0A7M7M5A8	P35270	551857	SPR
A0A7M7H0Q6	Q3T8J9	552185	GON4L
A0A7M7GUC1	Q8N635	LOC100576947	MEIOB
A0A7M7R6S4	Q8TE99	409244	PXYLP1
A0A7M7MMX7	Q9BRK5	LOC113218965	SDF4
A0A7M7R953	Q8WUD4	551200	CCDC12
A0A7M7R6E7	P61218	410494	POLR2F
A0A7M7MV34	Q9GZU8	LOC726096	FAM192A
A0A7M7L2R2	Q86UP2	LOC409414	KTN1
A0A7M7GYG3	Q86UD0	LOC413345	SAPCD2
A0A7M7LN27	P62306	725880	SNRPF
A0A7M7R981	Q9NVM6	552846	DNAJC17
A0A7M7IH63	Q8TF09	726176	DYNLRB2
A0A7M7GVI0	Q504T8	LOC409273	MIDN
A0A7M7ML61	Q9NRA8	LOC727230	EIF4ENIF1
A0A7M7GK40	Q3SXY8	100577580	ARL13B
A0A7M7G885	Q9UHA4	725855	LAMTOR3
A0A7M7LN81	Q8IXL7	LOC724494	MSRB3
A0A7M7GP70	Q9BTA9	LOC413545	WAC
A0A7M7GJR4	Q8NCE0	LOC100576366	TSEN2
A0A7M7TFL7	P62341	550992	SELENOT
A0A7M7GS59	Q9UMZ2	100577525	SYNRG
A0A7M7L941	Q92968	LOC727257	PEX13
A0A7M7IMP7	Q6FI81	LOC552386	CIAPIN1
A0A7M7LSQ8	P30040	724341	ERP29
Q2YD70	Q9H1Y3	LOC408985	OPN3
A0A7M7TFP6	P30536	413997	TSPO
A0A7M7FXR7	Q9BTX3	725316	TMEM208
A0A7M7IG83	Q8N4B1	412343	PHETA1
A0A7M7H0B3	Q8IWL3	100577992	HSCB
A0A7M7MLE6	Q96A58	LOC102655814	RERG
A0A7M7LLU0	Q9BRS8	LOC102654369	LARP6
A0A7M7RDA1	P61927	552494	RPL37
A0A7M7R7V3	Q9Y3E5	LOC412127	PTRH2
A0A7M7GQ39	P09486	LOC408937	SPARC
A0A7M7R5C0	Q8N9V3	LOC411805	WDSUB1
A0A7M7G060	P50238	726733	CRIP1
A0A7M7GAP7	Q13702	LOC409238	RAPSN
A0A7M7R8E4	O95777	552155	LSM8
A0A7M7R8W7	Q9BV19	413612	C1orf50
A0A7M7R4L4	Q8NHQ8	410542	RASSF8
A0A7M7G9N4	Q09327	LOC100578875	MGAT3
A0A7M7R6Y4	Q96BZ8	410238	LENG1
A0A7M7R4R1	P20674	408837	COX5A
A0A7M7FY20	Q86U28	724467	ISCA2
A0A7M7TFN7	P10109	LOC413746	FDX1
A0A7M7IKM8	Q13503	412578	MED21
A0A7M7GR82	Q9Y2R9	724125	MRPS7
A0A7M7L5B7	Q9NVV5	LOC412929	AIG1
A0A7M7GTX9	A2CJ06	100577308	DYTN
A0A7M7SSF1	Q8IW35	LOC726438	CEP97
A0A7M7LS27	Q9Y2Y0	552232	ARL2BP
A0A7M7MSF1	O75629	LOC551913	CREG1
A0A7M7MUN5	Q92902	LOC726067	HPS1
A0A7M7GQS3	Q9NX38	LOC102655238	FAM206A
A0A7M7M4Y6	O43542	LOC726326	XRCC3
A0A7M7MNP0	Q9H9A7	LOC100576708	RMI1
A0A7M7R8P5	P48507	413735	GCLM
A0A7M7TEY7	P82664	LOC409129	MRPS10
A0A7M7L8G0	Q5VT06	LOC410070	CEP350
A0A7M7GXZ4	Q15843	726552	NEDD8
A0A7M7GIF9	P40855	100578522	PEX19
A0A7M7MQZ4	P53370	LOC727282	NUDT6
A0A7M7FZG5	P49207	727128	RPL34
A0A7M7LK79	P30049	552682	ATP5F1D
A0A7M7H6R7	Q9Y231	102654353	FUT9
A0A7M7MRM6	Q9NW38	LOC727490	FANCL
A0A7M7H0W7	Q9NQG7	LOC412265	HPS4
A0A7M7GN29	Q86XI2	LOC100576754	NCAPG2
A0A7M7MH65	Q6ICL3	LOC726054	TANGO2
A0A7M7L3Z7	Q9Y3C5	LOC408648	RNF11
A0A7M7R593	Q96N11	409262	C7orf26
A0A7M7L1B9	Q6UXP7	LOC725548	FAM151B
A0A7M7ILV3	P46779	552774	RPL28
A0A7M7IJL1	P57081	wuho	WDR4
A0A7M7H5I4	Q0VDI3	725459	TMEM267
A0A7M7RBD1	P51571	552227	SSR4
A0A7M7G9Q8	Q8N6L1	100576515	KRTCAP2
A0A7M7MM23	Q9BYB4	LOC113218929	GNB1L
A0A7M7MV47	P13010	LOC552750	XRCC5
A0A7M7MU24	Q96EK9	LOC412954	KTI12
A0A7M7R5H4	Q96EK6	411757	GNPNAT1
A0A7M7R3B3	Q8WWF8	409367	CAPSL
A0A7M7RB13	O14893	LOC551751	GEMIN2
A0A7M7GSY9	O75127	LOC102655127	PTCD1
A0A7M7FYJ0	P61513	LOC725432	RPL37A
A0A7M7GMZ8	P98095	LOC409950	FBLN2
A0A7M7H4P9	Q12981	552153	BNIP1
A0A7M7GL94	A6NEL2	LOC410299	SOWAHB
A0A7M7GVZ9	Q7Z6V5	LOC102655240	ADAT2
A0A7M7R7P1	Q5TBB1	412488	RNASEH2B
A0A7M7R8K5	Q13084	412473	MRPL28
A0A7M7R552	P30533	411533	LRPAP1
A0A7M7IMI5	Q86U90	LOC725234	YRDC
A0A7M7FZL2	Q7Z6K3	725592	PTAR1
A0A7M7LKG9	Q8N2H4	725977	SYS1
A0A7M7G1M4	Q9ULW3	724363	ABT1
A0A7M7GRD8	P23352	LOC725366	ANOS1
A0A7M7TF74	Q9BU20	410561	CPLANE2
A0A7M7GZW8	Q8WUK0	LOC410177	PTPMT1
A0A7M7H126	Q9Y5N5	102654014	N6AMT1
A0A7M7L3L8	Q6ZV89	408803	SH2D5
A0A7M7FZ35	O94941	LOC724690	UBOX5
A0A7M7TF07	O43505	410005	B4GAT1
A0A7M7GSN0	Q9UHV9	726085	PFDN2
A0A7M7MV37	Q5TC12	LOC113219283	ATPAF1
A0A7M7GB32	Q9Y3B7	100577702	MRPL11
A0A7M7GBQ0	P52758	LOC100576270	RIDA
A0A7M7G0G2	Q9NXF1	LOC726961	TEX10
A0A7M7R3Y7	Q9Y3C7	409749	MED31
A0A7M7L4W5	Q9NS73	Mocs2	MBIP
A0A7M7LIF5	P62312	725947	LSM6
A0A7M7G9V8	Q96E66	724686	LRTOMT
A0A7M7R7G8	Q99471	411936	PFDN5
A0A7M7GSD9	Q9BX74	552462	TM2D1
A0A7M7H505	Q9HAW4	LOC725935	CLSPN
A0A7M6UV10	O94782	409389	USP1
A0A7M7GTM3	O94986	100578429	CEP152
A0A7M7GSE5	Q9BQA1	LOC724567	WDR77
A0A7M7TF06	Q68DK7	409423	MSL1
A0A7M7GWQ1	Q96DA6	726653	DNAJC19
A0A7M7IJ92	P58340	409877	MLF1
A0A7M7L0Y9	Q9C0B9	LOC725864	ZCCHC2
A0A7M7LP14	P60002	102654012	ELOF1
A0A7M7GEH7	Q9H467	LOC100576619	CUEDC2
A0A7M7H609	Q5RKV6	551097	EXOSC6
A0A7M7LIH5	Q96LD8	726605	SENP8
A0A7M7GQD8	P50914	LOC409290	RPL14
A0A7M7GL97	Q9NQP4	102656136	PFDN4
A0A7M7L3V9	O75344	LOC113218709	FKBP6
A0A7M7GBI4	Q9BSV6	100576272	TSEN34
A0A7M7M494	P22083	100578168	FUT4
A0A7M7GRA8	Q9HBH1	102654737	PDF
A0A7M7IS61	P61165	100578943	TMEM258
A0A7M7H5Z2	O96015	724529	DNAL4
A0A7M7L951	P51810	LOC411102	GPR143
A0A7M6UVJ2	Q9Y2Y6	552393	TMEM98
A0A7M7IHU6	Q53EV4	107963971	LRRC23
A0A7M7GR17	O15235	409723	MRPS12
A0A7M7R3T8	Q9H0A8	409913	COMMD4
A0A7M7RBS8	O60828	552444	PQBP1
A0A7M7MSX3	P42575	LOC100576819	CASP2
A0A7M7FYS4	O75943	LOC724559	RAD17
A0A7M7GPS2	Q96EY9	LOC725247	ADAT3
A0A7M7MPG1	Q9UHC1	LOC102654349	MLH3
A0A7M7RBQ9	P51452	552492	DUSP3
A0A7M7G0E9	Q6P1Q0	LOC727277	LETMD1
A0A7M7MTR6	Q86VS3	LOC113219228	IQCH
A0A7M7GV13	Q8TCF1	LOC725468	ZFAND1
A0A7M7GWV7	Q96G28	100576859	CFAP36
A0A7M7H6D9	Q96DM1	LOC100576623	PGBD4
A0A7M7FYT3	Q969F9	724591	HPS3
A0A7M7R7R7	O75531	551625	BANF1
A0A7M7LKC7	Q8IY31	724166	IFT20
A0A7M7GQA6	P39210	727505	MPV17
A0A7M7R8Y8	Q9NY12	LOC413686	GAR1
A0A7M7MUE8	Q5XKR4	LOC724282	OTP
A0A7M7R6G1	O95848	408833	NUDT14
A0A7M7GMF2	Q9Y3B9	724992	RRP15
A0A7M7TFT8	Q9BUV8	552050	RAB5IF
A0A7M7GUZ2	Q9Y3U8	551870	RPL36
A0A088AQF2	P21128	107965838	ENDOU
A0A7M7L787	Q659A1	LOC100579034	ICE2
A0A7M7GUP5	Q96QC0	LOC412093	PPP1R10
A0A7M7GIE3	Q6NXR4	100577931	TTI2
A0A7M7R730	Q92530	409668	PSMF1
A0A7M7M0Z4	Q8NBH2	LOC410236	KY
A0A7M7GV56	Q8N4Q1	726337	CHCHD4
A0A7M7MWX6	Q9H7Z3	LOC724986	NRDE2
A0A7M7LKT0	Q5SWX8	727261	ODR4
A0A7M7R8H3	Q9BTM9	551580	URM1
A0A7M7G6W6	Q9UI95	724158	MAD2L2
A0A7M7FYM2	P62875	724625	POLR2L
A0A7M7GSS0	P62851	724369	RPS25
A0A7M7FYN2	Q9BZL1	724489	UBL5
A0A7M7FZV8	Q9H741	726099	C12orf49
A0A7M7LIH8	Q8TEB9	726718	RHBDD1
A0A7M7LKF9	Q9UDX5	724600	MTFP1
A0A7M7R694	Q9BSG0	408531	PRADC1
A0A7M7MNJ1	Q9BRX5	LOC107965817	GINS3
A0A7M7GXB7	Q969T9	410012	WBP2
A0A7M7RAT1	Q7Z7K0	552802	CMC1
A0A7M7R4W3	O60613	410663	SELENOF
A0A7M7FZS4	Q9Y6G5	725684	COMMD10
A0A7M7RBZ3	Q9NX58	551406	LYAR
A0A7M7FZD0	Q15041	725429	ARL6IP1
A0A7M7IKI8	Q6PI98	LOC552481	INO80C
A0A7M7R5K4	P10746	LOC408847	UROS
A0A7M7GPK0	Q9Y676	552526	MRPS18B
A0A088ACX2	Q02575	102653654	NHLH1
A0A7M7LIC1	Q3C1V8	724801	BSX
A0A7M7H2R4	Q9Y6K8	LOC100578112	AK5
A0A7M7GKA5	Q96HA9	100576735	PEX11G
A0A7M7GY69	Q9Y3D7	LOC102655673	PAM16
A0A7M7GJT6	Q96NB3	727140	ZNF830
A0A7M7L974	Q9UKB3	LOC408863	DNAJC12
A0A7M7GU48	Q6DKK2	LOC725675	TTC19
A0A7M7GUF8	Q9Y584	LOC100576422	TIMM22
A0A7M7GX66	Q8N9N8	726428	EIF1AD
A0A7M7GPY6	Q9Y4F4	LOC413368	TOGARAM1
A0A7M7MNM3	P63173	LOC725383	RPL38
A0A7M7L0F0	Q8N6D5	LOC726529	ANKRD29
A0A7M7GTN2	O75947	410557	ATP5PD
A0A7M7L677	Q9UL16	LOC412021	CFAP45
A0A7M7TFX8	Q16595	552635	FXN
A0A7M7TF10	Q96SJ8	LOC409511	TSPAN18
A0A7M7IHI0	Q2VPK5	LOC727009	CTU2
A0A7M7IEF5	O14561	LOC102654169	NDUFAB1
A0A7M7H7E1	Q969U7	726900	PSMG2
A0A7M7R5P0	Q9Y5U8	411677	MPC1
A0A7M7GUJ3	Q7L0Y3	LOC100577673	TRMT10C
A0A7M7IL68	Q8WV74	102655411	NUDT8
A0A7M7R8F1	O95299	413340	NDUFA10
A0A7M7GAV7	O15234	100578879	CASC3
A0A7M7IRB5	Q9H7X7	107964764	IFT22
A0A7M7MV19	Q9NX55	LOC552553	HYPK
A0A7M7G1Y6	Q969S6	726521	TMEM203
A0A7M7G8B1	Q8WVF1	726020	OSCP1
A0A7M7R5Z5	Q99757	410120	TXN2
A0A7M7FZD4	Q9BQ65	724953	USB1
A0A7M7GDL0	Q6AI12	100577060	ANKRD40
A0A7M7M124	Q9NRF9	726923	POLE3
A0A7M7R6B6	Q14197	410376	MRPL58
A0A7M7KYV9	Q8N0Z8	LOC725326	PUSL1
A0A7M7GVC9	Q96EX3	413795	WDR34
A0A7M7G8A2	Q4VC31	725961	CCDC58
A0A7M7RBA8	Q96S82	552170	UBL7
A0A7M7IRC4	Q16533	LOC726474	SNAPC1
A0A7M7LLZ0	Q6GMV3	725196	PTRHD1
A0A7M7L8Q7	Q8WZ82	LOC100576898	OVCA2
A0A7M7RA58	O15431	551217	SLC31A1
A0A7M7FZ17	Q99766	726453	DMAC2L
A0A7M7R5B9	Q6ZVK1	LOC411524	TMEM179
A0A7M7G6V6	P60468	724188	SEC61B
A0A7M7IM68	Q8N6Q8	LOC725824	METTL25
A0A7M7L5W1	Q9NX18	LOC113218840	SDHAF2
A0A7M7FXR6	Q9UI30	724794	TRMT112
A0A7M7MQI9	Q5W041	LOC725288	ARMC3
A0A7M6UW25	O60888	CUTA	CUTA
