source	target	source_gene	target_gene
A0A7M7GWA6	A0A0B4LHM7	LOC552546	Cad96Cb
A0A7M7L2L6	Q8SYS7	LOC724370	CG17683
A0A7M7R8B3	Q94522	LOC551403	Scsalpha1
A0A7M7R848	Q9W552	413239	Vps26
A0A7M7L8F6	A8JUS7	LOC410976	EG:23E12.3
A0A7M7IHH5	Q9VY45	LOC410264	Dmel\CG1434
A0A7M7R523	P25157	410906	cta
A0A7M7IGN7	Q8IMQ2	724616	Nep5
A0A7M7GZW0	M9PC80	LOC412174	Dnai2
A0A7M7GWF0	Q9W0H6	LOC551395	ACAT
A0A7M7INM2	Q9VSM8	LOC408604	GAPsec
A0A7M7GMF0	Q95029	552756	Cp1
A0A7M7GVM0	M9PET5	409642	Dmel\CG6282
A0A7M7R3Z1	Q9VKW1	410098	Wdfy2
A0A7M7GUG2	Q9W379	411230	Zpr1
A0A7M7R8L0	A1ZA01	LOC413558	Hr51
A0A7M7LN36	Q9VUB7	LOC411600	Ptip
A0A7M7R5L7	Q9W1R5	411612	vir
A0A7M7R9Q7	P53034	LOC551540	RfC4
A0A7M6UWL9	Q9V7G5	LOC100577883	Cyp4aa1
A0A7M7M494	Q9VUL9	100578168	FucTA
A0A7M7IGX6	M9PD30	LOC552432	Dmel\CG5850
A0A7M7H007	Q9VYI0	LOC410689	fne
A0A7M7RB80	O02193	552696	mof
A0A7M7IGT4	Q9VYD2	409360	Dmel\CG1998
A0A7M7TF70	Q960X8	410510	Hrs
A0A7M7L062	Q8IRE3	LOC726633	gry
A0A7M7IPV2	P08928	LOC413222	Lam
A0A7M7R8V6	A1ZBR6	552431	FBXO10
A0A7M7R8C8	Q9VMN3	LOC411507	Cdk1l
A0A7M7H560	Q7JWR9	409311	CG8635
A0A7M7GQB6	Q9V7N5	LOC411892	Vha44
A0A7M7TFM7	Q8T9L5	551198	Lkb1
A0A7M7MNE4	Q9VMI5	LOC409433	Dmel\CG9135
A0A7M7L0A0	Q9VYR9	LOC551430	Dmel\CG10362
Q86DH6	P15330	Dl	dl
A0A7M7R9A6	O97183	552458	RpII33
A0A7M7GFB9	X2JAD3	727456	Dmel\CG9008
A0A7M6URT9	P48609	408325	Cdk5
A0A7M7G8Q3	Q7JY94	726637	Atg7
A0A7M7IIW2	Q9VP79	409778	ko
A0A7M7GRE1	Q9VLF0	LOC408715	DIP-zeta
A0A7M7R8T0	Q9VK30	LOC552327	dAlg7
A0A7M7H2L0	Q8MRE7	412956	Hs3st-A
A0A7M7MQP4	Q9VQ89	LOC726771	mio
A0A7M7GZX1	Q9VJ28	410999	L2HGDH
A0A7M7IEA5	Q86B47	LOC413874	CG8611
A0A7M7R5D8	Q7K3D8	408575	DMAP1
A0A7M7IGP3	Q9V5L3	724860	Cyp49a1
A0A7M7GTS6	Q494K2	LOC409871	Ctf4
A0A7M7R7I9	Q9W232	411649	Dmel\CG17807
A0A7M7MUA3	M9PB92	LOC409200	Cnot4
A0A7M7H0N1	Q9VPQ7	409870	Spp
A0A7M7R728	Q9VZW0	LOC411349	Sk2
A0A7M7GQI4	P26308	410497	Gbeta13F
A0A7M7MR06	Q9VJZ9	410375	Dmel\CG9395
A0A7M7MRG0	P16554	LOC727399	numb
A0A7M7R7G1	Q24372	414035	Lac
A0A7M7TFU4	Q9VKD5	LOC551412	escl
A0A7M7IG19	B7Z153	LOC410888	DIP-beta
A0A7M7R6J2	O97069	LOC412923	Ass
A0A7M7L1K3	Q9V6X7	LOC551457	O-fut1
A0A7M7GWF8	Q9VDU7	LOC413484	Naam
A0A7M7MWW9	A8JNC7	LOC410662	DIP-delta
A0A7M7H2D1	P20351	410828	v
A0A7M7R7K5	P19889	550711	RpLP0
A0A7M7GQ93	O62602	LOC725374	lic
A0A7M7R4X5	O97182	408901	Arpc1
A0A7M7G936	P23572	409590	Cdk1
A0A7M7H7A9	Q9W020	100576775	CG9004
A0A7M7TF46	Q9VX13	410740	Dmel\CG15814
A0A7M7R382	Q9VTG0	409056	NaPi-III
A0A7M7MXS5	M9PJ12	LOC410882	CG15376
A0A7M7RAB4	Q6NR46	552392	Spt-I
A0A7M7R7T4	Q9VFT7	LOC551661	Dmel\CG10841
A0A7M7RCN1	Q9U9Q1	551990	RfC38
A0A7M7GX58	Q9VAQ5	LOC552043	CG11837
A0A7M7GP34	Q7K1D7	408828	Dmel\CG1358
A0A7M7TFD0	Q9VUQ5	411577	AGO2
A0A7M7R6G8	Q8SWV6	LOC409726	Fic
A0A7M7IKA7	Q86P06	LOC410259	NfI
A0A7M6USN6	A4IJ58	410767	p130CAS
A0A7M7M5L5	P15372	412907	Arr1
A0A7M7R6Q1	Q9VM97	LOC413782	Tsp
A0A7M7GWN4	R9PY62	LOC411468	GramD1B
A0A7M7MV57	A1ZAA5	LOC727622	Got1
A0A7M7R8W8	Q9XZ28	552068	dPPM1L
A0A7M7IFW6	Q9VBJ3	LOC552782	fid
A0A7M7GQN8	Q9VPH6	408509	Dmel\CG5618
A0A7M7R4I4	Q9V3G1	410188	RpL8
A0A7M7M4D6	Q9VRP5	724537	scny
A0A7M7SPC7	A0A0B4K774	LOC414015	Abi
A0A7M7IGZ5	Q7KVG9	LOC411238	Chi
A0A7M7R6X4	P51406	LOC413588	bys
A0A7M7KXX0	Q9W5E0	LOC411906	Hmt4-20
A0A7M7IIC7	P47825	408923	Taf4
A0A7M7GVD4	O61444	410575	Mkk4
A0A7M7FYM5	Q9W261	725696	Rtf1
C9WMM5	Q9VDT5	>sp|C9WMM5|VCP_APIME	CT14806
A0A7M7IKI7	Q9W107	LOC552025	TyrRS-m
A0A7M7GYE1	Q9VQZ7	412620	MFS18
A0A7M7IKB9	X2JCU8	LOC412926	CG14126
A0A087ZYQ1	Q9VKX2	411014	Mdh1
A0A7M7GZ27	Q9VYY3	LOC409766	Uba5
A0A7M7M5M3	A0A0B4K7Y4	LOC552795	bbc
A0A7M7R4P9	Q0E8K8	410896	Vdup1
A0A7M7RAX1	Q8MT80	551642	PIG-Z
A0A7M7R5N5	O02195	409258	eIF3i
A0A7M7GUN0	P49846	724502	Taf5
A0A141CIU0	P30975	TRP-R	TkR99D
A0A7M7IQ42	Q9VPF0	LOC726248	atk
A0A7M7MND9	Q9W252	LOC726642	rad50
A0A7M7SR85	Q9VD07	LOC726580	Dmel\CG12499
A0A7M7LMB5	Q9W316	413383	CARPB
A0A7M7IIK9	A0A0B4KGW6	551073	Ssdp
A0A7M7KZ20	Q24009	LOC413416	BicC
A0A7M7LPV4	Q9VRX7	LOC410766	Rexo5
A0A7M7R8M7	Q9VNF5	413655	Dmel\CG12170
A0A7M7H2X0	Q24048	410905	nrv2
A0A7M7R698	Q9VUB4	412531	Nprl3
A0A7M7R8X2	Q9VZD1	413040	DopEcR
A0A7M7R3T3	P55035	409609	Rpn10
A0A7M7RA70	Q7KN94	551710	wal
A0A7M7MML9	M9MS70	LOC100577363	Dmel\CG42749
A0A7M7H004	Q95RG8	LOC411891	Git
A0A7M7H3K1	Q9VFI0	LOC411124	stumps
A0A7M7LR53	E1JJ71	408811	Dmtn
A0A7M7R7T2	Q9VX09	LOC411279	Arp8
A0A7M7GAT2	Q9VGS1	LOC411095	ZnT86D
A0A7M7H5D6	Q9VNP8	LOC411526	Ssl1
A0A7M7GVB9	Q9NFU0	410580	Fmr1
A0A7M7M567	Q9VMJ4	LOC410332	Dmel\CG9098
A0A7M7INR9	Q9VU17	551936	Dmel\CG10960
A0A7M7IML3	Q9VFL5	LOC724733	MetRS-m
A0A7M7MR24	Q9VF65	LOC102655983	Dmel\CG6125
A0A7M7R9A0	Q9VKF0	550698	CycY
A0A7M7R646	Q9VWD0	409755	parvin
A0A7M7R790	Q9VV41	411654	Tcs3
A0A7M7KY12	Q07886	LOC725441	Dbp45A
A0A7M7R6V0	Q9W3G0	LOC410132	PIG-T
A0A7M7GWE9	Q9W0K0	408916	Aplip1
A0A7M7LN34	Q9VZN0	LOC408740	CG10857
A0A7M7IXX0	M9PE88	413895	wit
A0A7M6UM85	Q9VNL0	725932	Gasp
A0A7M7H653	A1Z6M0	LOC724311	Bap170
A0A7M7R8E6	Q7JUM3	413643	PIG-A
A0A7M7G8N3	Q8MRJ2	726513	Dmel\CG11069
A0A7M7R893	Q9VT29	410665	Dmel\CG16717
A0A7M6UEB4	Q9U9Q4	Eif3h	eIF3h
A0A7M7TEX3	P81900	409390	Pka-R2
A0A7M7L5B0	Q9VGF7	LOC414011	GC1
A0A7M7G000	Q8IQ05	726742	cutlet
A0A7M7R829	Q9VXG9	411732	Dmel\CG4239
A0A7M7R877	P45447	LOC413076	Eip78C
A0A7M7RAW6	Q9VCZ3	LOC413698	Octbeta1R
A0A7M7R7K3	Q9VIM0	551273	Dmel\CG2493
A0A7M7MSR6	Q9NGX9	LOC727118	dib
A0A7M7GV97	Q9VBH3	552367	dysf
A0A7M7MPY6	A2VEY9	LOC412051	app
A0A7M7SP16	Q8MKW7	LOC726874	RNaseZ
A0A7M7L6Y2	Q9VHE0	413020	Task7
A0A7M7L0N1	Q8IP90	LOC409780	bru1
A0A7M7MKP7	Q24432	LOC726842	bi
A0A7M7R7B3	Q9NCC3	413831	SH3PX1
A0A7M7LNV3	Q9W3P7	LOC100577879	CARPA
A0A7M7R6A6	Q24371	412472	l(2)dtl
A0A7M7GLV6	P29413	409165	Calr
A0A7M7H0L0	A0A0B4K7I2	LOC410674	sm
A0A7M7G155	Q9VZP8	724550	Ids
A0A7M7IEZ9	Q9VPL5	552379	Tbc1d15-17
A0A7M7H1B8	P21461	410808	sina
A0A7M7R6N1	Q8SXU3	413435	Dmel\CG8207
A0A7M7TFJ1	Q8SYC3	LOC412788	Dmel\CG40006
A0A0H3V2Z7	Q961B9	LOC726237	LD24073p
A0A7M7MW41	O46043	107965692	Parg
A0A7M7TFV0	Q9W5R8	552241	RpL5
A0A7M7R418	Q7JVY2	409859	dup
A0A7M7TFX6	Q5U191	552611	Dmel\CG1882
A0A7M7MLU6	P41374	LOC726500	eIF2alpha
A0A7M7SQV4	O46307	LOC724119	Dmel\CG11417
A0A7M7TFI9	Q7K3M9	412751	Dmel\CG8195
A0A7M7IN20	Q9VS60	412697	SMSr
A0A7M7RBD6	Q9W1X8	LOC552755	Gmer
A0A7M7IJ59	Q9W5T4	LOC412789	Dmel\CG12547
A0A7M7IJW6	A0A0U1RVK6	727153	fbp
A0A7M7IIR0	B7YZU1	LOC410465	Dmel\CG2121
A0A7M7GTY7	A0A0B4KF65	LOC409638	CG9798
A0A7M7GP52	Q9VFQ9	LOC410627	Dip-B
A0A7M7MW08	M9PD53	LOC410658	Lim3
A0A7M7R7G6	A1Z7P5	551174	Su(var)2-10
A0A7M7R7H3	Q9W3Y7	411998	Pat1
A0A7M7R879	Q9VIM5	551784	Arpc2
A0A7M7RA30	P41042	550651	RpS4
A0A7M7MRP7	P07663	406112	per
A0A7M7MNB3	A1Z6N5	LOC552066	Dmel\CG3270
A0A7M7GX63	Q9VXG0	411573	CDC50
A0A7M7TFI6	Q9VAN0	412670	CG11899
A0A7M7IER5	Q9VVL0	LOC410860	Cln3
A0A7M7GMY7	P92177	408951	14-3-3epsilon
A0A7M7R441	P16912	410228	Pka-C3
A0A7M7H100	Q9W268	100577980	dve
A0A7M6USY2	Q9W0D3	LOC412643	Dmel\CG13917
A0A7M7R6U3	Q9VE06	413385	cdi
A0A7M7GZQ6	Q0E8U2	411997	Dmel\CG9664
A0A7M7R5Z3	Q9W293	412386	Dmel\CG6613
A0A7M7GU33	Q5BI42	LOC412944	CG16868
A0A7M7R7A4	Q95T98	413789	CG9798
A0A7M7GQJ0	Q01637	LOC408461	r-l
A0A7M7GW43	M9PGK3	409606	CG4564
A0A7M7R8L1	Q8IMX4	411890	Rox8
A0A7M7RA53	A0A0B4KGG5	552183	vib
A0A7M7R8P3	Q9VR38	412707	Mon1
A0A7M7R9D0	Q9VUC7	LOC413666	Pex1
A0A7M7MPZ4	P16241	LOC100577603	vvl
A0A7M7GXN0	Q9W3Q1	413080	Pdp
A0A7M7GTL7	Q7K1H0	550655	CG6491
A0A7M7LM98	Q9VQ36	726636	frtz
A0A7M7R3D9	Q9VGQ1	LOC409155	alpha-KGDHC
A0A7M7L6N0	A4V362	LOC409588	CG15690
A0A7M7LQY8	Q9V455	412511	Kap-alpha3
A0A7M7TFA8	Q95028	LOC411188	ImpL3
A0A7M7LKD1	Q9VSW5	724193	Klp67A
A0A7M7R7F5	Q9XTL2	551140	Stam
A0A7M7R840	Q9W4Z9	412931	EG:25E8.3
A0A7M7GNE5	A0A0S0WMT8	412883	AstC-R2
A0A7M7H2N8	Q9VSK1	409949	BEST:CK01670
A0A7M7TFC3	Q9VP05	LOC412422	MED1
A0A7M7LQ41	Q7K110	LOC412045	OstDelta
A0A7M7L3M2	Q961C5	LOC107964404	alph
A0A7M7RCA4	Q9VLG9	LOC551670	Argl
A0A7M7MKS6	Q7KLE5	LOC409851	Amph
D9MX52	Q8MS59	411983	wat
A0A7M7MKR6	Q9W111	LOC727227	Eps-15
A0A7M7G772	Q27333	724399	l(2)not
A0A7M7MMC0	Q9VZJ3	LOC552310	Rcd5
A0A7M7MWG8	Q9W0K7	LOC725189	bab1
A0A7M7MQF4	Q9VM14	LOC100576646	muc
A0A7M7GTY1	A1Z8D3	552771	Dmel\CG18003
A0A7M7IML1	Q7KIS4	412885	Ntan1
A0A7M7SNP9	Q960G1	LOC724798	Dmel\CG1074
A0A7M7TEU3	Q9W4N5	408395	Dmel\CG6414
A0A7M7GTA9	Q9VPY9	411071	Dmel\CG5001
A0A7M7GTZ8	P29310	LOC102655329	14-3-3zeta
A0A7M7L1V6	Q9VDU8	LOC725627	Dmel\CG7432
A0A7M7FYX4	M9ND65	LOC724439	gi7297815
A0A7M7R8C7	Q7K7W5	413547	adp
A0A7M7IFU4	Q9VMP9	409520	Oscillin
A0A7M7LPI2	Q9VHA8	LOC413441	P58IPK
A0A7M7GXC5	Q9W0P5	411633	Gale
A0A7M7G8W4	Q9VZF6	LOC100577145	BcDNA:GH04863
A0A7M7L4L0	P20905	726702	5-HT7
A0A7M7RDU4	Q0E8V8	LOC552843	Dmel\CG9380
A0A7M7GQM8	Q9V395	552708	rtet
A0A7M7MTH9	Q8MPP3	LOC409383	Mmp2
A0A7M7RC50	A1Z7S7	LOC552725	Cg8027
A0A7M7LN72	Q9VHF6	LOC413467	Aduk
A0A7M7SRQ9	B7Z0Q2	406096	5PtaseI
A0A7M7MH95	P07668	LOC408934	ChAT
A0A7M7LMX9	Q7K2W3	413117	Dmel\CG8785
A0A7M7MU31	A1Z8D1	LOC726348	Pex6
A0A7M7GPN5	Q9W2N0	552486	cpa
A0A7M7MH00	Q9VQQ6	LOC725492	Snx1
A0A7M7R8M3	A1Z7Q7	551744	Hydr1
A0A7M7R6F7	Q9VZV5	LOC413103	CG32486
A0A7M7TFY8	Q9W1V3	551992	Fib
A0A7M7R7Q1	Q9VHB8	412548	Dmel\CG8199
A0A7M7R8W2	Q9VIJ9	412985	Ns4
A0A7M7SQD9	Q9VS37	LOC409522	Cdc27
A0A7M7H6E7	Q7JVP2	412388	Rcd-1
A0A7M7GE41	Q9V7H4	LOC100578433	CG8370
A0A7M7MPI2	Q9VP87	LOC551463	Pdss2
A0A7M7R892	O76865	552001	Ugalt
A0A7M7R6J3	Q9VC40	410612	Dmel\CG5805
A0A7M7R597	Q9VCC6	411105	FACL
A0A7M7GLL3	Q8IPQ6	LOC551574	POLDIP2
A0A7M6USQ5	Q9VLX2	Brd7	Dmel\CG7154
A0A7M7GVS8	Q9VSD7	551497	ldbr
A0A7M7GQF2	Q9VDQ7	413950	psidin
A0A7M7GC40	A1Z7Q5	409184	anon-WO0118547.145
A0A7M7GNT1	Q9VG73	552452	CG5641
A0A7M7G0X5	Q8IPT2	724244	SMC5
A0A7M7RA09	Q9VAU9	552052	Noa36
A0A7M7IJ10	A0A0B4KEW2	LOC412398	Dmel\CG30389
A0A7M7IJD5	Q23985	724935	dx
A0A7M7MNQ3	Q8SYG2	LOC552384	CSN3
A0A7M7R629	Q9Y123	LOC412489	CG3149
A0A7M7MGP9	O01367	LOC725878	how
A0A7M7H111	Q9VX92	727370	RhoGAP15B
A0A7M7MTW6	Q9VZA4	LOC727311	CG42540
A0A7M7GSI8	Q9W1G0	LOC413867	Taldo
A0A7M7GPD4	Q8MRB2	412430	Dmel\CG15706
A0A7M7R7C5	Q9U6Y9	410664	csul
A0A7M7IK45	Q960C5	LOC409027	Lrch
A0A7M7H0I1	Q9VII8	552021	Oseg5
A0A7M7H4S1	A1Z9K4	552473	RN-tre
A0A7M7R7C4	Q8SYL0	413879	Dmel\CG7718
A0A7M7GNZ7	O76994	107963962	Ip259
A0A7M7R8N6	A1Z7Y7	LOC413190	sqa
A0A7M7R6I7	Q7K3T4	413240	Dmel\CG8314
A0A7M7R8S6	Q9VWN5	412828	mindy3
A0A7M7R5A3	Q9VVA7	LOC409438	TSG101
A0A7M7RBB8	Q9VNX8	552764	CG7414
A0A7M7RB08	A8DYI6	551944	Phb2
A0A7M7GP26	Q9VW75	727324	sNPF-R
A0A7M7RA47	Q9VXH9	551888	SWIP
A0A7M7GPH8	A0A0B4KF19	551254	BcDNA:GH06193
A0A7M7MQQ1	Q8IP52	LOC412222	CG32972
A0A7M7GQ61	Q9VMX6	LOC551616	Marcal1
A0A7M7R6A1	Q9VMH4	LOC410340	Sec12
A0A7M7GNV0	Q9VQ93	LOC412824	sau
A0A7M7MRG6	O46094	LOC412731	Ocrl
A0A7M7GTU5	A0A0B4KFK4	551765	CG12815
A0A7M7MWA5	Q9VS00	LOC552238	Dmel\CG10064
A0A7M7MQZ1	Q9VX15	LOC726018	Dmel\CG8142
A0A7M7R5V2	Q7KMP8	LOC409168	Rpn9
A0A7M7SP33	Q6GKZ1	LOC411968	klhl10
A0A7M7R6M5	Q9VQC2	410751	CG11535
A0A7M7L1I7	Q9VA92	LOC107965749	Dmel\CG9743
A0A7M7TF55	A8JNS0	LOC410245	Dmel\CG10663
A0A7M7L1W1	Q9W4C3	LOC725435	Usp16-45
A0A7M7MPM8	Q9W464	LOC552360	GAA1
A0A7M7MK51	P22270	406110	Oct-TyrR
A0A7M7MW36	A1Z856	LOC100577254	KCNQ
A0A7M7IIF6	Q9V6L9	LOC413637	Fsn
A0A7M7R7X0	Q9VVM7	551480	Wdr92
A0A7M7R588	Q9W235	411073	Dmel\CG4329
A0A7M7MR63	B7Z043	LOC408602	Mrtf
A0A7M7TG47	Q9VNE3	552745	Dmel\CG1427
A0A7M7R3I3	Q9VFD5	409291	CG6966
A0A7M7GMA7	P24156	408412	l(2)37Cc
A0A7M7GZF3	Q7JZ62	LOC412616	Dmel\CG10465
A0A7M7H266	Q7K4Q5	552412	CG10417
A0A7M7G2C3	Q9V3N4	726358	htt
A0A7M7TFS8	Q9VGN6	412661	Dmel\CG5281
A0A7M7MP44	Q9VSJ8	LOC551576	Exo70
A0A7M7R903	Q9VHT2	413173	tex
A0A7M7GS96	P54350	551677	Wee1
A0A7M7SNK5	Q9VJ35	LOC413873	ssp3
A0A7M7MVK3	Q9VID9	LOC725662	BEST:LD19244
A0A7M7MSW8	Q9U3V5	LOC102654448	tio
A0A7M7GZQ0	Q9VRX1	LOC412629	Dmel\CG8270
A0A7M7TF54	Q9VY97	410940	mus101
A0A7M7LPA3	X2JCC3	551045	Pop2
A0A7M7R8N8	P25008	412009	CycC
A0A7M7TET1	Q9VQM4	408668	gkt
A0A7M7R883	Q9W1F5	410617	Dmel\CG3803
A0A7M7GTS8	Q7JV09	LOC552577	jp
A0A7M7R6C6	Q9VW45	408655	Fibp
A0A7M7KYX3	P21914	LOC551169	SdhB
A0A7M7H1I5	Q9VLJ8	724496	Uba4
A0A7M7GZF2	Q9VXF9	552049	rngo
A0A7M7R8C2	Q8SY53	LOC412141	Ostgamma
A0A7M7IQS0	Q7KQN5	LOC100576251	dati
A0A7M7R4A9	A1Z7S4	410062	Dmel\CG8026
A0A7M7MQV1	Q7K5N4	LOC725780	calypso
A0A7M7GSB7	Q9V9V0	409688	CstF50
A0A7M7MPP0	Q9Y153	LOC724822	Dmel\CG17712
A0A7M7R9V1	Q24151	413742	Stat92E
A0A7M7GTT6	Q9VIW5	408361	Dmel\CG10237
A0A7M7RAS9	P19538	LOC551746	ci
A0A7M7MKM4	Q9VCD0	LOC102654365	GatB
A0A7M7RAF7	Q9VWJ7	413133	Hs3st-B
A0A7M7IL14	Q9VTZ7	LOC551907	Dmel\CG4069
A0A7M7R5F9	Q9VTU9	408650	Dmel\CG6910
A0A7M7TFK2	Q8T079	LOC550663	CG4747
A0A7M7R4K8	Q9VY78	408481	Clic
A0A7M7RAZ6	Q27297	552450	spn-A
A0A7M7MUF0	Q9N2M8	551957	hdc
A0A7M7R6U1	Q9VZV9	LOC408989	Dmel\CG1271
A0A7M7GYY6	Q24547	Syx1A	Syx1A
A0A7M7R6S3	Q9VWK7	413297	Dmel\CG14194
A0A7M7IW39	Q9VM26	413501	Wnt6
A0A7M7GA29	Q9VYH2	LOC100579040	CG4351
A0A7M7L395	Q7K579	LOC551722	Dgkepsilon
A0A7M7M0U8	Q9VFM9	410169	twf
A0A7M7H071	Q9VN23	413577	CG9818
A0A7M7RB96	M9PF61	551968	ESTS:34F4T
A0A7M7GSG4	Q9VZ32	408474	CG11126
A0A7M7R606	Q9VEI3	412435	sll
A0A7M7ILG3	Q9VWB7	LOC100578818	pico
A0A7M7L4I9	M9PIH9	LOC410893	TfAP-2
A0A7M7RAC6	A0A0B4LHY5	552012	Lnk
A0A7M7R5V9	Q9VL78	412287	FKBP59
A0A7M7GW36	Q9VDC1	412378	Dmel\CG3308
A0A7M7TFC7	Q86PC9	412481	ktub
A0A7M7RBK1	O18405	552234	Surf4
A0A7M7H1G2	Q9VBP0	551621	Lgr3
A0A7M7R8Z1	Q9VAD6	LOC411239	Cog7
A0A7M7H1N9	Q7JZR5	LOC551476	AsnRS-m
A0A7M7IKA8	Q7KUX2	726158	Dmel\CG4829
A0A7M7LSK8	Q9VIE6	LOC725632	Mcm10
A0A7M7MQ33	Q9VPR3	LOC412233	Dmel\CG2794
A0A7M7R4J3	A1Z782	LOC408591	Dmel\CG8726
A0A7M7RDP7	Q9V3R8	552769	heix
A0A7M7LRK1	Q9W149	LOC408345	Dmel\CG11414
A0A7M7GK16	Q9W5W7	100576296	Dmel\CG9581
A0A7M7MN25	M9PCP3	LOC551422	Dmel\CG9044
A0A7M7GUW8	Q7K4T8	LOC552015	FBgn
A0A7M7GRK2	Q9VWD9	410054	Ubqn
A0A7M7R726	Q95RI5	409643	fax
A0A7M7R4P6	A1ZAC7	LOC408609	fidipidine
A0A7M7R5Q0	P45890	LOC409765	Arp6
A0A7M7R8B6	Q9VM25	413500	Wnt10
A0A7M7R7M6	Q961D1	411062	CycK
A0A7M7R928	Q9VDD8	LOC411362	Usp8
A0A7M7RAY7	M9PFR2	551890	TMS1
A0A7M7GYL4	P25931	LOC411614	RYa-R
A0A7M7SRS2	Q9W4R3	LOC725840	DIP-alpha
A0A7M7GYI9	Q9U1M2	552590	CG32795
A0A7M7IHL9	Q9I7I0	413667	CycB3
A0A7M7MTG0	Q9W102	LOC552652	Orc4
A0A7M7FZ09	Q9XYP8	726073	Grip91
A0A7M7MR48	Q7K549	552804	mlt
A0A7M7TFT2	Q9VZU8	551972	Alg2
A0A7M7G001	Q9VKQ6	726359	CG6729
A0A7M7R739	Q7KVY9	LOC409703	PsGEF
A0A7M7LPD0	Q9VU18	409757	Dmel\CG10948
A0A7M7GUR5	P24350	410657	acj6
A0A7M7GYN2	Q9VZ23	410280	Ran
A0A7M7R7U1	Q8SYL7	LOC411298	Ugt50B3
A0A7M7H0W7	A1ZAX8	LOC412265	HPS4
A0A7M7GZ79	Q23983	552830	alphaSnap
A0A7M7TF51	Q9VPZ5	410187	Dmel\CG5397
A0A7M7IIH6	Q9W4Y2	LOC412439	Pdfr
A0A7M7GAT0	Q27591	100576742	Itgbn
A0A7M7RBA5	Q9VAN7	LOC552736	Pglym78
A0A7M7H5C7	Q9VNH2	LOC413815	Dmel\CG2100
A0A7M7FZ89	Q9VGW2	LOC724974	TTLL15
A0A7M7L4T3	Q9V595	LOC726501	Updo
A0A7M7R716	Q9VR50	411269	CG14621
A0A7M7LQM2	Q9W4J1	100577174	peb
A0A7M7R462	Q9VCR3	409774	Cow
A0A7M7TEY9	Q9W3K6	409152	Dmel\CG2258
A0A7M7RD39	Q9VU15	552334	Sf3a2
A0A7M7R623	Q9VVI0	409689	U4-U6-60K
A0A7M7R6T1	Q9VEB1	408950	Mdh2
A0A7M7H079	Q9VU20	409073	Ent3
A0A7M7GUY5	Q9VCY3	410195	CSN6
A0A7M7MMG5	Q9V3W1	LOC410037	Tpr2
A0A7M7R762	Q9VB08	410505	Sce
A0A7M7MR07	Q9VKW3	410266	RfC3
A0A7M7R5F6	Q8MSB1	411683	CG13638
A0A7M7TF07	Q9W1A7	410005	BEST:GH04269
A0A7M7R4Q1	Q961L4	408643	Drat
A0A7M7RAR0	Q9VVS6	552315	Atg3
A0A7M7IIB6	Q9VF80	LOC410257	Atg4b
A0A7M7GT83	Q7JVW5	726568	Dmel\CG8950
A0A7M7GXP7	Q7JQT0	LOC408278	Drl-2
A0A7M7TG42	M9PD12	552704	spict
A0A7M6UEA0	Q24276	Cdc37	Cdc37
A0A7M7IK67	A1Z9Q8	LOC413829	Dh44-R1
A0A7M7G2P4	Q868T3	LOC726935	CCAP-R
A0A7M7RBH1	Q9VG42	552832	Gnmt
A0A7M7L4T5	Q9VV98	LOC411978	Dmel\CG9701
A0A7M7GP17	Q9VWR5	408398	phm
A0A7M7LN33	Q9VJX8	413078	Hacd2
A0A7M7INS9	Q9VIP2	107963973	CG10721
A0A7M7GAA0	Q7K1S1	LOC100576544	Dmel\CG8067
A0A7M7R8I8	Q9XZ61	413813	Uch-L5
A0A7M7R8D3	Q0E8G6	552140	Cpsf5
A0A7M7IMD0	Q9VSJ5	LOC552491	Dmel\CG13667
A0A7M7R4E6	Q9W116	408317	spz6
A0A7M7MVK0	Q8SZ15	LOC413531	Dmel\CG10914
A0A7M7GMZ4	Q9VJQ7	LOC410092	mol
A0A7M7MST3	Q9VWX4	LOC552761	CG5936
A0A7M7RAJ2	Q24342	LOC551501	fng
A0A7M7RAV9	Q95U54	552848	Mms19
A0A7M7GYU3	Q9VSM9	LOC552763	Cdc6
A0A7M7RB68	Q9VK10	552672	l(2)k05911
A0A7M7FYV5	Q9VKC8	726081	Tom70
A0A7M7R8D0	Q7K4D1	LOC412175	POSH
A0A7M7MGB9	Q9V3T9	LOC100578109	dare
A0A7M7R3C7	Q9W534	409159	moody
A0A7M7R6E5	Q9VUB9	413336	anon-WO0172774.121
A0A7M7LPB1	Q0KHU5	LOC550970	LPCAT
A0A7M7TFF9	Q9VCF8	412149	anon-WO0118547.306
A0A7M7IGQ7	Q9VL01	LOC100576326	BEST:GH06341
A0A7M7R6L9	Q9W1N4	413053	wmd
A0A7M7L2N1	Q9VBW1	LOC551619	Dmel\CG13654
A0A7M7R816	Q59E33	410383	scaf6
A0A7M7SQF8	Q9VLV7	LOC726201	spz3
A0A7M7MG02	Q9V472	LOC100577751	Lim1
A0A7M7GPY2	Q9VPU8	102654312	dbe
A0A7M7R4Y4	Q9VU38	408441	AdenoK
A0A7M7IFC6	Q9VZM5	102655898	PIG-B
A0A7M7GXQ0	Q9VXA0	409317	Nprl2
A0A7M7R653	M9PEJ0	LOC408329	gi7295100
A0A7M7GW82	Q95RA8	409540	mats
A0A7M7R3F6	Q7JUP3	409226	casp
A0A7M7IV70	A0A0B4JD55	LOC408435	pdm3
A0A7M7IH36	Q9VMS5	LOC726325	Bub1
